"Driver","GP","Year","Team","LapTimeQ1","PositionQ1","GapToKnockoutQ1","LapTimeQ2","PositionQ2","GapToKnockoutQ2","GridPosition","RacePosition","Status","Points","PositionDifference","ChampionshipPoints","LastRacePosition","TeamChampionshipPoints","TeammateLastRacePosition","LapTimeFP1","GapToFastestFP1","PositionFP1","LapTimeFP2","GapToFastestFP2","PositionFP2","LapTimeFP3","GapToFastestFP3","PositionFP3","StartingTire","NumberOfPitStops","TiresUsed","MadeItToQ2","MadeItToQ3","DNF","Strategy","TireSOFT","TireMEDIUM","TireHARD","TireWET","TireINTERMEDIATE","TireUNKNOWN","MostPopularStrategy","AlternativeStrategy","Pitlane","DNFDriving","DNFMechanical"
"ALB","70th",2020,"Red Bull Racing",87.153,3,0.603999999999999,86.642,6,0.242999999999995,9,5,"Finished",10,4,100,5,318,1,87.28,1.11399999999999,6,86.96,1.354,11,87.474,0.852999999999994,8,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-HARD-HARD",0,0,0,0
"ALB","Abu Dhabi",2019,"Red Bull Racing",96.102,2,1.608,96.718,7,0.141000000000005,5,6,"Finished",8,-1,66,6,344,2,98.084,1.127,4,97.288,1.03200000000001,6,96.927,0.361000000000004,4,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"ALB","Abu Dhabi",2020,"Red Bull Racing",96.106,7,0.968999999999994,95.654,4,0.628,5,4,"Finished",12,1,53,4,167,1,98.547,1.16900000000001,4,97.015,0.917999999999992,3,96.752,0.501000000000005,2,"SOFT",1,"SOFT, HARD",1,1,0,"SOFT-HARD",1,0,0,0,0,0,"MEDIUM-HARD",1,0,0,0
"ALB","Abu Dhabi",2022,"Williams",86.028,19,-0.245999999999995,NA,NA,NA,19,13,"+1 Lap",0,6,2,13,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD, MEDIUM",0,NA,0,"MEDIUM-HARD-MEDIUM",0,1,0,0,0,0,"MEDIUM-HARD-HARD",1,0,0,0
"ALB","Abu Dhabi",2023,"Williams",84.298,4,0.302000000000007,84.439,14,-0.161000000000001,14,14,"Finished",0,0,19,14,20,16,NA,NA,NA,86.081,1.27199999999999,16,84.929,0.510999999999996,4,"MEDIUM",1,"MEDIUM, HARD",1,0,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-HARD-HARD",0,0,0,0
"ALB","Austin",2019,"Red Bull Racing",93.984,11,0.176999999999992,92.898,2,0.884,6,5,"Finished",10,1,48,5,275,3,94.316,0.259,4,94.234,1.00200000000001,6,93.983,0.677999999999997,6,"SOFT",1,"SOFT, MEDIUM, SOFT",1,1,0,"SOFT-MEDIUM-MEDIUM-SOFT",1,0,0,0,0,0,"MEDIUM-HARD-MEDIUM",1,0,0,0
"ALB","Austin",2022,"Williams",96.932,15,0,96.368,11,-0.027000000000001,8,13,"Finished",0,-5,2,13,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,0,0,"MEDIUM-MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD-HARD-SOFT",1,0,0,0
"ALB","Austin",2023,"Williams",96.315,18,-0.102000000000004,NA,NA,NA,15,9,"Finished",2,6,17,9,18,10,96.492,0.579999999999998,7,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD, MEDIUM",0,NA,0,"MEDIUM-HARD-MEDIUM",0,1,0,0,0,0,"MEDIUM-HARD-MEDIUM-SOFT",1,0,0,0
"ALB","Australia",2019,"RB",82.757,9,0.209000000000003,82.636,13,-0.103999999999999,13,14,"+1 Lap",0,-1,3,14,4,10,85.23,1.631,13,84.675,2.075,17,84.328,2.036,15,"SOFT",1,"SOFT, MEDIUM",1,0,0,"SOFT-MEDIUM",1,0,0,0,0,0,"SOFT-HARD",1,0,0,0
"ALB","Australia",2022,"Williams",80.135,16,-0.0310000000000059,NA,NA,NA,20,10,"Finished",1,10,1,10,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HARD",1,"HARD, SOFT",0,NA,0,"HARD-SOFT",0,0,1,0,0,0,"MEDIUM-HARD",1,0,0,0
"ALB","Australia",2023,"Williams",77.962,8,0.509,77.761,10,0,8,19,"Accident",0,-11,1,19,1,16,79.766,0.975999999999999,10,81.182,2.295,18,78.553,0.988000000000014,12,"MEDIUM",0,"MEDIUM",1,1,1,"MEDIUM",0,1,0,0,0,0,"MEDIUM-HARD-HARD-SOFT-SOFT",1,0,1,0
"ALB","Australia",2024,"Williams",77.13,7,0.578999999999994,77.167,12,-0.265999999999991,12,11,"+1 Lap",0,1,0,11,0,NA,79.443,0.879000000000005,12,NA,NA,NA,77.759,1.045,13,"MEDIUM",1,"MEDIUM, HARD",1,0,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM",1,0,0,0
"ALB","Austria",2019,"RB",64.708,13,0.0700000000000073,64.665,13,-0.198999999999998,18,15,"+1 Lap",0,3,19,15,24,17,66.285,1.447,13,66.064,0.978000000000009,13,65.481,1.49400000000001,11,"MEDIUM",1,"MEDIUM, HARD",1,0,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"ALB","Austria",2020,"Red Bull Racing",64.661,12,0.433000000000007,63.746,3,0.295000000000009,4,13,"Electronics",0,-9,19,13,56,20,65.701,0.885000000000005,7,65.453,1.149,13,64.725,0.594999999999999,6,"SOFT",1,"SOFT, HARD, SOFT",1,1,1,"SOFT-HARD-SOFT-SOFT",1,0,0,0,0,0,"SOFT-HARD-MEDIUM-MEDIUM",1,0,0,1
"ALB","Austria",2022,"Williams",66.516,14,0.0729999999999932,66.23,11,-0.0699999999999931,15,12,"+1 Lap",0,3,1,12,3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,0,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-MEDIUM-MEDIUM",1,0,0,0
"ALB","Austria",2023,"Williams",65.673,8,0.0900000000000034,65.387,10,0,10,11,"Finished",0,-1,7,11,7,13,66.794,1.05200000000001,11,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-MEDIUM-HARD-HARD",0,0,0,0
"ALB","Austria",2024,"Williams",65.736,16,-0.0799999999999983,NA,NA,NA,16,15,"+1 Lap",0,1,2,15,2,19,66.995,1.31,18,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",0,NA,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-HARD-MEDIUM-SOFT",1,0,0,0
"ALB","Azerbaijan",2019,"RB",102.154,8,1.253,102.494,12,-0.0959999999999894,11,11,"+1 Lap",0,0,30,11,35,19,NA,NA,NA,104.216,1.34400000000001,8,103.3,1.696,8,"SOFT",1,"SOFT, MEDIUM",1,0,0,"SOFT-MEDIUM",1,0,0,0,0,0,"SOFT-MEDIUM",0,0,0,0
"ALB","Azerbaijan",2022,"Williams",104.719,17,-0.241,NA,NA,NA,17,12,"+1 Lap",0,5,2,12,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",0,NA,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM",1,0,0,0
"ALB","Azerbaijan",2023,"Williams",102.171,8,0.450999999999993,101.818,13,-0.168000000000006,12,12,"Finished",0,0,15,12,15,16,103.628,1.31299999999999,9,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,0,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"ALB","Bahrain",2019,"RB",89.514,6,0.444999999999993,89.513,12,-0.0420000000000015,12,9,"Finished",2,3,2,9,2,12,92.874,2.52000000000001,13,90.458,1.61200000000001,13,91.679,2.11,17,"SOFT",1,"SOFT, MEDIUM",1,0,0,"SOFT-SOFT-MEDIUM",1,0,0,0,0,0,"SOFT-MEDIUM-SOFT",1,0,0,0
"ALB","Bahrain",2020,"Red Bull Racing",88.732,3,0.731999999999999,88.749,5,0.259,4,3,"Finished",15,1,15,3,34,2,90.302,1.26900000000001,7,90.014,1.04300000000001,10,89.018,0.662999999999997,4,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-MEDIUM-MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-MEDIUM-MEDIUM-HARD",0,0,0,0
"ALB","Bahrain",2022,"Williams",92.726,15,0,92.664,14,-0.947000000000003,14,13,"Finished",0,1,0,13,0,16,95.923,1.72999999999999,15,94.735,2.79899999999999,20,94.868,2.324,17,"SOFT",1,"SOFT, MEDIUM, SOFT",1,0,0,"SOFT-MEDIUM-MEDIUM-SOFT",1,0,0,0,0,0,"SOFT-HARD-MEDIUM-SOFT",1,0,0,0
"ALB","Bahrain",2023,"Williams",91.461,9,0.190999999999988,NA,NA,NA,15,10,"Finished",1,5,1,10,1,12,96.018,3.25999999999999,19,92.44,1.533,17,93.882,1.542,19,"SOFT",1,"SOFT, HARD, SOFT",1,NA,0,"SOFT-SOFT-HARD-SOFT",1,0,0,0,0,0,"SOFT-HARD-HARD",1,0,0,0
"ALB","Bahrain",2024,"Williams",90.397,9,0.248999999999995,90.221,13,-0.0990000000000037,13,15,"+1 Lap",0,-2,0,15,0,20,93.583,0.714000000000013,13,91.333,0.959000000000003,11,91.965,1.14099999999999,15,"SOFT",1,"SOFT, HARD",1,0,0,"SOFT-HARD-HARD",1,0,0,0,0,0,"SOFT-HARD-HARD",0,0,0,0
"ALB","Belgium",2019,"Red Bull Racing",105.528,6,0.626000000000005,105.799,14,-1.06100000000001,17,5,"Finished",10,12,30,5,215,20,105.584,1.00999999999999,4,105.771,1.648,10,110.681,6.47500000000001,20,"MEDIUM",1,"MEDIUM, SOFT",1,0,0,"MEDIUM-SOFT",0,1,0,0,0,0,"SOFT",1,0,0,0
"ALB","Belgium",2020,"Red Bull Racing",103.418,10,0.238,102.193,3,0.528999999999996,5,6,"Finished",8,-1,41,6,130,3,105.049,0.555999999999997,6,104.134,0.39,4,103.731,0.475999999999999,4,"SOFT",1,"SOFT, MEDIUM",1,1,0,"SOFT-MEDIUM",1,0,0,0,0,0,"MEDIUM-HARD",1,0,0,0
"ALB","Belgium",2022,"Williams",105.672,6,0.670000000000002,105.675,10,0,6,10,"Finished",1,-4,2,10,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD, MEDIUM",1,1,0,"MEDIUM-HARD-MEDIUM",0,1,0,0,0,0,"MEDIUM-MEDIUM-HARD",1,0,0,0
"ALB","Belgium",2023,"Williams",120.314,16,-0.293999999999997,NA,NA,NA,15,14,"Finished",0,1,11,14,11,17,128.394,5.187,6,NA,NA,NA,NA,NA,NA,"SOFT",1,"SOFT, MEDIUM, SOFT",0,NA,0,"SOFT-MEDIUM-MEDIUM-SOFT",1,0,0,0,0,0,"MEDIUM-MEDIUM-SOFT",1,0,0,0
"ALB","Belgium",2024,"Williams",115.722,14,0.349999999999994,114.473,11,-0.0030000000000001,10,12,"Finished",0,-2,2,12,2,17,104.099,0.727000000000004,3,103.892,1.632,17,127.443,5.878,11,"MEDIUM",1,"MEDIUM, HARD",1,0,0,"MEDIUM-MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-MEDIUM-HARD-SOFT",1,0,0,0
"ALB","Brazil",2019,"Red Bull Racing",68.503,3,0.785000000000011,68.117,5,0.741,5,14,"Finished",0,-9,58,14,318,1,76.142,0,1,70.275,1.05800000000001,9,69.136,0.816000000000003,5,"SOFT",1,"SOFT, MEDIUM, SOFT",1,1,0,"SOFT-MEDIUM-SOFT",1,0,0,0,0,0,"SOFT-HARD-MEDIUM",1,0,0,0
"ALB","Brazil",2022,"Williams",74.324,8,0.607000000000014,71.631,11,-0.0439999999999969,19,15,"Finished",0,4,2,15,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HARD",1,"HARD, MEDIUM",1,0,0,"HARD-MEDIUM-MEDIUM-MEDIUM",0,0,1,0,0,0,"MEDIUM-MEDIUM-SOFT-SOFT",1,0,0,0
"ALB","Brazil",2023,"Williams",70.621,10,0.171999999999997,70.84,15,-0.465000000000003,13,19,"Collision",0,-6,19,19,20,11,72.044,0.312000000000012,5,NA,NA,NA,NA,NA,NA,"SOFT",0,"SOFT",1,0,1,"SOFT",1,0,0,0,0,0,"SOFT-SOFT-SOFT-MEDIUM-SOFT",1,0,1,0
"ALB","Canada",2019,"RB",72.02,11,0.10199999999999,72.193,14,-0.406999999999996,13,19,"Collision damage",0,-6,19,19,24,10,74.703,1.93599999999999,16,73.436,1.259,14,72.423,1.58,14,"MEDIUM",1,"MEDIUM, HARD",1,0,1,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,1,0
"ALB","Canada",2022,"Williams",94.047,14,0.0189999999999912,86.858,12,-0.483000000000004,12,13,"Finished",0,-1,1,13,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,0,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-HARD-MEDIUM",1,0,0,0
"ALB","Canada",2023,"Williams",81.938,6,0.792000000000002,78.725,1,1.70099999999999,9,7,"Finished",6,2,7,7,7,20,NA,NA,NA,75.003,1.285,17,85.379,2.273,14,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"ALB","Canada",2024,"Williams",72.896,4,0.393000000000001,72.485,6,0.174000000000007,10,17,"Collision",0,-7,2,17,2,20,107.907,23.472,19,76.977,1.167,9,73.88,1.331,18,"INTERMEDIATE",1,"INTERMEDIATE, MEDIUM",1,1,1,"INTERMEDIATE-INTERMEDIATE-MEDIUM",0,0,0,0,1,0,"INTERMEDIATE-INTERMEDIATE-MEDIUM",0,0,1,0
"ALB","China",2019,"RB",NA,19,NA,NA,NA,NA,20,10,"+1 Lap",1,-10,3,10,3,19,95.695,1.78400000000001,14,94.634,1.30399999999999,12,94.6,1.77,9,"SOFT",1,"SOFT, HARD",NA,NA,0,"SOFT-HARD",1,0,0,0,0,0,"MEDIUM-HARD-MEDIUM",1,1,0,0
"ALB","China",2024,"Williams",95.384,13,0.0730000000000075,95.241,14,-0.471999999999994,14,12,"Finished",0,2,0,12,0,17,97.229,0.926999999999992,8,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,0,0,"MEDIUM-MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",1,0,0,0
"ALB","Eifel",2020,"Red Bull Racing",87.126,11,0.406000000000006,86.285,6,0.0789999999999935,5,17,"Radiator",0,-12,60,17,234,2,NA,NA,NA,NA,NA,NA,87.449,1.224,9,"SOFT",1,"SOFT, MEDIUM",1,1,1,"SOFT-MEDIUM",1,0,0,0,0,0,"SOFT-MEDIUM-MEDIUM",1,0,0,1
"ALB","France",2019,"RB",91.445,15,0,90.461,11,-0.0400000000000062,11,15,"+1 Lap",0,-4,74,15,62,14,94.804,2.066,10,93.023,2.086,13,92.178,2.019,13,"MEDIUM",1,"MEDIUM, HARD",1,0,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"ALB","France",2022,"Williams",93.423,15,0,93.307,15,-0.470999999999989,13,13,"Finished",0,0,4,13,8,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,0,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"ALB","Germany",2019,"RB",73.461,17,-0.182999999999993,NA,NA,NA,16,6,"Finished",8,10,82,6,85,3,75.777,1.764,15,75.062,1.613,14,73.554,1.17399999999999,13,"WET",2,"WET, INTERMEDIATE, SOFT, INTERMEDIATE, SOFT",0,NA,0,"WET-INTERMEDIATE-SOFT-INTERMEDIATE-SOFT",0,0,0,1,0,0,"WET-INTERMEDIATE",1,0,0,0
"ALB","Great Britain",2019,"RB",86.482,12,0.167000000000002,86.403,10,0,9,12,"Finished",0,-3,19,12,26,9,89.093,1.92,9,87.997,1.265,9,86.976,1.071,10,"SOFT",1,"SOFT, MEDIUM",1,1,0,"SOFT-MEDIUM",1,0,0,0,0,0,"SOFT-MEDIUM-HARD",1,0,0,0
"ALB","Great Britain",2020,"Red Bull Racing",86.565,10,0.289999999999992,86.545,12,-0.0439999999999969,12,8,"Finished",4,4,23,8,79,2,NA,NA,NA,NA,NA,NA,87.178,1.30500000000001,13,"MEDIUM",1,"MEDIUM, HARD, MEDIUM",1,0,0,"MEDIUM-HARD-MEDIUM",0,1,0,0,0,0,"MEDIUM-HARD-SOFT",1,0,0,0
"ALB","Great Britain",2022,"Williams",102.078,16,-0.0799999999999983,NA,NA,NA,16,20,"Collision",0,-4,1,20,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOFT",0,"SOFT",0,NA,1,"SOFT",1,0,0,0,0,0,"MEDIUM-MEDIUM-MEDIUM-SOFT",1,0,1,0
"ALB","Great Britain",2023,"Williams",89.466,7,0.483000000000004,88.067,4,0.715000000000003,8,8,"Finished",4,0,11,8,11,11,89.089,0.48899999999999,3,88.296,0.218000000000003,3,87.592,0.172999999999988,2,"MEDIUM",1,"MEDIUM, SOFT",1,1,0,"MEDIUM-SOFT",0,1,0,0,0,0,"MEDIUM-SOFT",0,0,0,0
"ALB","Great Britain",2024,"Williams",65.736,16,-0.0799999999999983,NA,NA,NA,16,15,"+1 Lap",0,1,2,15,2,19,66.995,1.31,18,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",0,NA,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-HARD-MEDIUM-SOFT",1,0,0,0
"ALB","Hungary",2019,"RB",76.912,14,0.0660000000000025,76.687,12,-0.169000000000011,12,10,"+1 Lap",1,2,20,10,27,15,79.223,1.99,14,NA,NA,NA,78.024,1.94,17,"MEDIUM",1,"MEDIUM, HARD",1,0,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD-HARD",1,0,0,0
"ALB","Hungary",2020,"Red Bull Racing",75.722,11,0.382999999999996,75.715,13,-0.206999999999994,13,5,"Finished",10,8,33,5,107,2,77.727,1.724,13,NA,NA,NA,76.582,1.14500000000001,12,"INTERMEDIATE",2,"INTERMEDIATE, MEDIUM, HARD",1,0,0,"INTERMEDIATE-MEDIUM-HARD",0,0,0,0,1,0,"INTERMEDIATE-MEDIUM-MEDIUM-HARD",1,0,0,0
"ALB","Hungary",2022,"Williams",79.256,17,-0.0510000000000019,NA,NA,NA,17,17,"+1 Lap",0,0,1,17,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOFT",1,"SOFT, MEDIUM, SOFT",0,NA,0,"SOFT-MEDIUM-MEDIUM-SOFT",1,0,0,0,0,0,"MEDIUM-HARD",1,0,0,0
"ALB","Hungary",2023,"Williams",78.917,16,-0.0109999999999956,NA,NA,NA,16,11,"+1 Lap",0,5,11,11,11,18,104.854,6.05900000000001,12,78.377,0.691000000000003,13,78.592,0.780999999999992,13,"MEDIUM",1,"MEDIUM, HARD",0,NA,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"HARD-MEDIUM-MEDIUM",1,0,0,0
"ALB","Hungary",2024,"Williams",77.28,5,0.570999999999998,76.429,13,-0.122,13,14,"+1 Lap",0,-1,2,14,2,17,79.794,1.081,14,78.514,0.725999999999999,9,76.661,0.563000000000002,7,"SOFT",1,"SOFT, HARD",1,0,0,"SOFT-HARD-HARD",1,0,0,0,0,0,"SOFT-HARD-HARD",0,0,0,0
"ALB","Imola",2020,"Red Bull Racing",75.402,8,0.420000000000002,74.745,4,0.305999999999997,6,15,"Finished",0,-9,60,15,215,17,75.953,1.227,10,NA,NA,NA,NA,NA,NA,"SOFT",1,"SOFT, HARD, SOFT",1,1,0,"SOFT-HARD-SOFT",1,0,0,0,0,0,"MEDIUM-HARD-SOFT",1,0,0,0
"ALB","Japan",2019,"Red Bull Racing",89.351,8,0.372,88.156,3,0.988,6,4,"Finished",12,2,15,4,64,18,90.375,1.64399999999999,6,88.402,0.61699999999999,6,NA,NA,NA,"SOFT",1,"SOFT, MEDIUM, SOFT",1,1,0,"SOFT-MEDIUM-SOFT",1,0,0,0,0,0,"SOFT-MEDIUM",1,0,0,0
"ALB","Japan",2022,"Williams",91.311,16,-0.0550000000000068,NA,NA,NA,16,20,"Hydraulics",0,-4,1,20,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INTERMEDIATE",0,"INTERMEDIATE",0,NA,1,"INTERMEDIATE",0,0,0,0,1,0,"INTERMEDIATE",0,0,0,1
"ALB","Japan",2023,"Williams",90.941,12,0.0349999999999965,90.537,13,-0.0720000000000027,13,16,"Collision damage",0,-3,1,16,1,17,92.991,1.34399999999999,8,91.555,0.867000000000004,7,92.113,1.84599999999999,18,"MEDIUM",1,"MEDIUM, SOFT",1,0,1,"MEDIUM-MEDIUM-SOFT",0,1,0,0,0,0,"MEDIUM-HARD-HARD",1,0,1,0
"ALB","Japan",2024,"Williams",89.963,15,0,89.714,14,-0.296999999999997,14,20,"Accident",0,-6,0,20,0,17,91.943,1.887,12,123.821,29.096,12,90.533,0.969999999999999,11,"SOFT",0,"SOFT",1,0,1,"SOFT",1,0,0,0,0,0,"MEDIUM-MEDIUM-HARD-HARD",1,0,1,0
"ALB","Las Vegas",2023,"Williams",94.634,14,0.0490000000000065,93.588,6,0.221000000000004,5,12,"Finished",0,-7,25,12,26,16,NA,NA,NA,96.688,1.423,10,NA,NA,NA,"",-1,"",1,1,0,"",0,0,0,0,0,1,"",0,0,0,0
"ALB","Mexico",2019,"Red Bull Racing",76.175,2,1.619,76.574,8,0.105000000000004,5,5,"Finished",10,0,58,5,293,6,77.949,0.622,4,81.665,5.05800000000001,20,77.094,0.948999999999998,8,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-MEDIUM-HARD",0,0,0,0
"ALB","Mexico",2022,"Williams",80.859,19,-0.566000000000003,NA,NA,NA,17,12,"+1 Lap",0,5,2,12,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, SOFT",0,NA,0,"MEDIUM-SOFT",0,1,0,0,0,0,"MEDIUM-HARD-SOFT",1,0,0,0
"ALB","Mexico",2023,"Williams",78.828,9,0.188000000000002,79.147,14,-0.706999999999994,14,9,"Finished",2,5,19,9,20,16,79.813,0.0949999999999988,2,79.446,0.759999999999991,14,77.957,0.0700000000000073,2,"HARD",1,"HARD, MEDIUM",1,0,0,"HARD-MEDIUM-MEDIUM",0,0,1,0,0,0,"MEDIUM-HARD-HARD",1,0,0,0
"ALB","Miami",2022,"Williams",91.266,18,-0.421000000000006,NA,NA,NA,18,9,"Finished",2,9,4,9,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",0,NA,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"ALB","Miami",2023,"Williams",88.234,14,0.0909999999999939,87.795,11,-0.0519999999999925,11,14,"Finished",0,-3,1,14,1,20,91.903,1.77800000000001,15,89.046,1.116,10,88.561,1.026,9,"MEDIUM",1,"MEDIUM, HARD",1,0,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"ALB","Miami",2024,"Williams",88.343,13,0.109999999999999,88.413,14,-0.213000000000008,14,18,"Finished",0,-4,0,18,0,20,89.393,0.798000000000002,14,NA,NA,NA,NA,NA,NA,"MEDIUM",2,"MEDIUM, HARD, SOFT",1,0,0,"MEDIUM-HARD-SOFT",0,1,0,0,0,0,"MEDIUM-HARD",1,0,0,0
"ALB","Monaco",2019,"RB",72.007,14,0.0900000000000034,71.429,7,0.179000000000002,10,8,"Finished",4,2,19,8,21,7,73.827,1.72099999999999,14,72.031,0.912999999999997,5,72.338,1.07300000000001,10,"SOFT",1,"SOFT, MEDIUM",1,1,0,"SOFT-MEDIUM",1,0,0,0,0,0,"SOFT-MEDIUM-SOFT",1,0,0,0
"ALB","Monaco",2022,"Williams",73.611,16,-0.0699999999999931,NA,NA,NA,16,18,"Mechanical",0,-2,1,18,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HARD",1,"HARD, MEDIUM",0,NA,1,"HARD-HARD-MEDIUM-MEDIUM",0,0,1,0,0,0,"HARD-HARD-HARD",1,0,0,1
"ALB","Monaco",2023,"Williams",72.706,3,0.347999999999999,72.527,13,-0.149999999999991,13,14,"+1 Lap",0,-1,1,14,1,18,74.666,1.29400000000001,10,74.217,1.755,19,73.93,1.154,18,"MEDIUM",2,"MEDIUM, HARD, INTERMEDIATE",1,0,0,"MEDIUM-HARD-INTERMEDIATE",0,1,0,0,0,0,"MEDIUM-INTERMEDIATE",1,0,0,0
"ALB","Monaco",2024,"Williams",71.623,6,0.263999999999996,71.216,10,0,9,9,"+1 Lap",2,0,2,9,2,15,73.425,1.256,15,72.257,0.978999999999999,9,72.18,0.811000000000007,12,"HARD",0,"HARD",1,1,0,"HARD",0,0,1,0,0,0,"MEDIUM",1,0,0,0
"ALB","Monza",2019,"Red Bull Racing",80.382,7,0.340999999999994,80.021,6,0.494,8,6,"Finished",8,2,74,6,356,8,89.025,1.12,5,81.589,0.61099999999999,6,80.827,0.532999999999987,8,"SOFT",1,"SOFT, MEDIUM",1,1,0,"SOFT-MEDIUM",1,0,0,0,0,0,"SOFT",1,0,0,0
"ALB","Monza",2020,"Red Bull Racing",81.104,15,0,80.064,10,0,9,15,"Finished",0,-6,53,15,167,17,81.5,0.796999999999997,3,81.531,1.339,11,80.563,0.474000000000004,7,"SOFT",2,"SOFT, MEDIUM, HARD",1,1,0,"SOFT-MEDIUM-HARD",1,0,0,0,0,0,"MEDIUM-HARD",1,0,0,0
"ALB","Monza",2023,"Williams",81.661,2,0.682000000000002,81.272,5,0.308999999999997,6,7,"Finished",6,-1,25,7,26,13,83.444,0.786999999999992,10,81.979,0.623999999999995,7,82.054,1.142,9,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM",1,0,0,0
"ALB","Monza",2024,"Williams",80.542,8,0.359000000000009,80.314,9,0.0969999999999942,NA,NA,"",NA,NA,NA,NA,NA,NA,82.22,0.543999999999997,8,81.592,0.853999999999999,13,80.596,0.478999999999999,8,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD-HARD",1,0,0,0
"ALB","Mugello",2020,"Red Bull Racing",76.527,4,0.545000000000002,75.914,4,0.608000000000004,4,3,"Finished",15,1,75,3,249,19,79.068,1.18899999999999,9,77.971,0.981999999999999,4,77.538,1.00800000000001,8,"SOFT",1,"SOFT, MEDIUM, SOFT",1,1,0,"SOFT-SOFT-SOFT-MEDIUM-SOFT-SOFT",1,0,0,0,0,0,"SOFT-SOFT-SOFT-HARD-MEDIUM-SOFT",1,0,0,0
