"Driver","GP","Year","Team","LapTimeQ1","PositionQ1","GapToKnockoutQ1","LapTimeQ2","PositionQ2","GapToKnockoutQ2","GridPosition","RacePosition","Status","Points","PositionDifference","ChampionshipPoints","LastRacePosition","TeamChampionshipPoints","TeammateLastRacePosition","LapTimeFP1","GapToFastestFP1","PositionFP1","LapTimeFP2","GapToFastestFP2","PositionFP2","LapTimeFP3","GapToFastestFP3","PositionFP3","StartingTire","NumberOfPitStops","TiresUsed","MadeItToQ2","MadeItToQ3","DNF","Strategy","TireSOFT","TireMEDIUM","TireHARD","TireWET","TireINTERMEDIATE","TireUNKNOWN","MostPopularStrategy","AlternativeStrategy","Pitlane","DNFDriving","DNFMechanical"
"HAM","Abu Dhabi",2019,"Mercedes",95.851,1,1.85900000000001,95.634,2,1.22500000000001,1,1,"Finished",26,0,344,1,616,4,97.591,0.634,3,96.566,0.310000000000002,2,96.64,0.073999999999998,2,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"HAM","Abu Dhabi",2020,"Mercedes",95.528,1,1.547,95.466,1,0.816000000000003,3,3,"Finished",15,0,153,3,249,2,98.744,1.366,5,96.097,0,1,97.012,0.760999999999996,6,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"HAM","Abu Dhabi",2021,"Mercedes",82.845,1,1.38000000000001,83.145,3,0.302999999999997,2,2,"Finished",18,0,225.5,2,317.5,6,85.042,0.0330000000000012,2,83.691,0,1,83.274,0,1,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD-SOFT",1,0,0,0
"HAM","Abu Dhabi",2022,"Mercedes",85.594,8,0.188000000000002,84.774,5,0.294000000000011,5,18,"Hydraulics",0,-13,184,18,366,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,1,1,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD-HARD",1,0,0,1
"HAM","Abu Dhabi",2023,"Mercedes",84.437,9,0.162999999999997,84.359,11,-0.081000000000003,11,9,"Finished",2,2,203,9,346,3,NA,NA,NA,85.315,0.506,8,85.292,0.873999999999995,12,"MEDIUM",1,"MEDIUM, HARD",1,0,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-HARD-HARD",0,0,0,0
"HAM","Austin",2019,"Mercedes",93.454,2,0.706999999999994,93.045,3,0.737000000000009,5,2,"Finished",18,3,287,2,532,1,95.002,0.945000000000007,5,93.232,0,1,93.923,0.617999999999995,5,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD-MEDIUM",1,0,0,0
"HAM","Austin",2021,"Mercedes",94.579,8,1.34099999999999,93.797,2,1.33999999999999,2,2,"Finished",19,0,164.5,2,233.5,6,94.919,0.0450000000000017,2,94.842,0,1,94.458,0.0750000000000028,2,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-HARD-HARD",0,0,0,0
"HAM","Austin",2022,"Mercedes",96.148,4,0.783999999999992,95.732,5,0.609000000000009,3,2,"Finished",18,1,148,2,281,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-HARD-HARD-SOFT",1,0,0,0
"HAM","Austin",2023,"Mercedes",95.091,1,1.122,95.24,3,0.438999999999993,3,19,"Disqualified",0,-16,178,19,286,5,96.193,0.281000000000006,3,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD, MEDIUM",1,1,0,"MEDIUM-HARD-MEDIUM",0,1,0,0,0,0,"MEDIUM-HARD-MEDIUM-SOFT",1,0,0,0
"HAM","Australia",2019,"Mercedes",82.043,2,0.923000000000002,81.014,1,1.518,1,2,"Finished",18,-1,68,2,130,1,83.599,0,1,82.6,0,1,82.292,0,1,"SOFT",1,"SOFT, MEDIUM",1,1,0,"SOFT-MEDIUM",1,0,0,0,0,0,"SOFT-HARD",1,0,0,0
"HAM","Australia",2022,"Mercedes",79.401,8,0.702999999999989,79.106,8,0.0300000000000011,5,4,"Finished",12,1,27,4,54,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"HAM","Australia",2023,"Mercedes",77.689,3,0.781999999999996,77.551,7,0.210000000000008,3,2,"Finished",18,1,38,2,56,18,79.223,0.432999999999993,2,80.323,1.43600000000001,13,78.138,0.573000000000008,8,"MEDIUM",2,"MEDIUM, HARD, SOFT",1,1,0,"MEDIUM-HARD-SOFT-SOFT",0,1,0,0,0,0,"MEDIUM-HARD-HARD-SOFT-SOFT",1,0,0,0
"HAM","Australia",2024,"Mercedes",77.499,12,0.209999999999994,76.96,11,-0.0589999999999975,11,18,"Engine",0,-7,8,18,26,17,78.771,0.206999999999994,9,78.834,1.557,18,76.806,0.0920000000000129,4,"SOFT",1,"SOFT, HARD",1,0,1,"SOFT-HARD",1,0,0,0,0,0,"MEDIUM",1,0,0,1
"HAM","Austria",2019,"Mercedes",63.818,2,0.960000000000001,63.803,3,0.663000000000004,4,5,"Finished",10,-1,170,5,318,3,64.838,0,1,65.529,0.443000000000012,4,64.13,0.143000000000008,2,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"HAM","Austria",2020,"Mercedes",64.198,3,0.896000000000001,63.096,2,0.945000000000007,5,4,"Finished",12,1,62,4,107,1,64.816,0,1,64.304,0,1,64.13,0,1,"SOFT",1,"SOFT, HARD",1,1,0,"SOFT-HARD-HARD",1,0,0,0,0,0,"SOFT-HARD-MEDIUM-MEDIUM",1,0,0,0
"HAM","Austria",2021,"Mercedes",64.672,6,0.470000000000013,64.512,6,0.15100000000001,2,2,"Finished",19,0,95,2,141,3,66.332,0.421999999999997,4,65.335,0,1,64.369,0,1,"MEDIUM",2,"MEDIUM, HARD, SOFT",1,1,0,"MEDIUM-HARD-SOFT",0,1,0,0,0,0,"MEDIUM-HARD",1,0,0,0
"HAM","Austria",2022,"Mercedes",66.079,5,0.509999999999991,65.475,3,0.685000000000002,8,3,"Finished",15,5,81,3,161,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",0,"MEDIUM",1,1,0,"MEDIUM-MEDIUM-MEDIUM",0,1,0,0,0,0,"MEDIUM-MEDIUM-MEDIUM",0,0,0,0
"HAM","Austria",2023,"Mercedes",65.673,9,0.0900000000000034,65.188,7,0.198999999999998,5,8,"Finished",4,-3,106,8,173,7,66.251,0.509,4,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD, MEDIUM",1,1,0,"MEDIUM-MEDIUM-HARD-MEDIUM",0,1,0,0,0,0,"MEDIUM-MEDIUM-HARD-HARD",1,0,0,0
"HAM","Austria",2024,"Mercedes",65.541,7,0.114999999999995,65.053,4,0.221000000000004,5,4,"Finished",12,1,67,4,165,1,66.254,0.569000000000003,5,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD, MEDIUM",1,1,0,"MEDIUM-HARD-MEDIUM",0,1,0,0,0,0,"MEDIUM-HARD-MEDIUM-SOFT",1,0,0,0
"HAM","Azerbaijan",2019,"Mercedes",101.614,2,1.79300000000001,101.58,3,0.817999999999998,2,2,"Finished",18,0,257,2,467,1,NA,NA,NA,103.541,0.669000000000011,3,103.176,1.57199999999999,5,"SOFT",1,"SOFT, MEDIUM",1,1,0,"SOFT-MEDIUM",1,0,0,0,0,0,"SOFT-MEDIUM",0,0,0,0
"HAM","Azerbaijan",2021,"Mercedes",101.545,1,1.38900000000001,101.634,3,0.561000000000007,2,15,"Finished",0,-13,145.5,15,206.5,12,103.893,0.708999999999989,7,103.156,1.041,11,102.697,0.445999999999998,3,"SOFT",1,"SOFT, HARD, SOFT",1,1,0,"SOFT-HARD-HARD-SOFT",1,0,0,0,0,0,"SOFT-HARD-HARD-SOFT",0,0,0,0
"HAM","Azerbaijan",2022,"Mercedes",103.939,11,0.539000000000001,103.182,6,0.194000000000003,7,4,"Finished",12,3,128,4,250,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM",1,0,0,0
"HAM","Azerbaijan",2023,"Mercedes",102.113,6,0.509,101.65,10,0,5,6,"Finished",8,-1,162,6,260,8,103.798,1.48299999999999,11,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"HAM","Bahrain",2019,"Mercedes",89.262,3,0.697000000000003,88.578,3,0.893000000000001,3,1,"Finished",25,2,25,1,43,2,91.601,1.247,4,89.449,0.603000000000009,3,90.334,0.765000000000001,3,"SOFT",1,"SOFT, MEDIUM",1,1,0,"SOFT-SOFT-MEDIUM",1,0,0,0,0,0,"SOFT-MEDIUM-SOFT",1,0,0,0
"HAM","Bahrain",2020,"Mercedes",88.343,1,1.121,87.586,1,1.42200000000001,1,1,"Finished",25,0,25,1,29,8,89.033,0,1,88.971,0,1,88.618,0.263000000000005,2,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-MEDIUM-MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-MEDIUM-MEDIUM-HARD",0,0,0,0
"HAM","Bahrain",2021,"Mercedes",90.617,3,1.036,90.085,3,0.539000000000001,2,1,"Finished",25,1,25,1,41,3,91.921,0.527000000000001,4,91.082,0.234999999999999,3,91.316,0.73899999999999,2,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"SOFT-MEDIUM-HARD",1,0,0,0
"HAM","Bahrain",2022,"Mercedes",92.285,10,0.440999999999988,91.048,5,0.668999999999997,5,3,"Finished",15,2,15,3,27,4,94.943,0.75,7,93.144,1.208,9,93.121,0.576999999999998,6,"SOFT",2,"SOFT, HARD, MEDIUM, SOFT",1,1,0,"SOFT-HARD-MEDIUM-SOFT",1,0,0,0,0,0,"SOFT-HARD-MEDIUM-SOFT",0,0,0,0
"HAM","Bahrain",2023,"Mercedes",91.543,13,0.108999999999995,90.513,4,0.614000000000004,7,5,"Finished",10,2,10,5,16,7,94.917,2.15899999999999,10,91.543,0.635999999999996,8,92.555,0.215000000000003,4,"SOFT",1,"SOFT, HARD",1,1,0,"SOFT-HARD-HARD",1,0,0,0,0,0,"SOFT-HARD-HARD",0,0,0,0
"HAM","Bahrain",2024,"Mercedes",90.451,10,0.194999999999993,89.718,4,0.403999999999996,9,7,"Finished",6,2,6,7,16,5,93.302,0.433000000000007,9,90.374,0,1,91.452,0.628,12,"SOFT",1,"SOFT, HARD",1,1,0,"SOFT-HARD-HARD",1,0,0,0,0,0,"SOFT-HARD-HARD",0,0,0,0
"HAM","Belgium",2019,"Mercedes",105.26,5,0.894000000000005,103.592,3,1.14599999999999,3,2,"Finished",18,1,239,2,424,3,105.973,1.399,6,105.015,0.891999999999996,4,105.566,1.36,7,"SOFT",1,"SOFT, MEDIUM",1,1,0,"SOFT-MEDIUM",1,0,0,0,0,0,"SOFT",1,0,0,0
"HAM","Belgium",2020,"Mercedes",102.323,1,1.333,102.014,1,0.707999999999998,1,1,"Finished",25,0,138,1,216,2,104.562,0.0690000000000026,2,103.84,0.0960000000000036,3,103.255,0,1,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"HAM","Belgium",2021,"Mercedes",119.218,3,2.60600000000001,116.229,2,1.125,3,3,"Finished",7.5,0,145.5,3,206.5,12,108.224,3.02499999999999,18,104.544,0.0720000000000027,3,117.996,1.072,3,"UNKNOWN",0,"UNKNOWN",1,1,0,"UNKNOWN",0,0,0,0,0,1,"UNKNOWN",0,0,0,0
"HAM","Belgium",2022,"Mercedes",105.736,7,0.606000000000009,105.42,5,0.25500000000001,4,20,"Collision damage",0,-16,116,20,223,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",0,"MEDIUM",1,1,1,"MEDIUM",0,1,0,0,0,0,"MEDIUM-MEDIUM-HARD",1,0,1,0
"HAM","Belgium",2023,"Mercedes",118.563,3,1.45700000000001,112.345,6,0.438999999999993,3,4,"Finished",13,-1,146,4,239,6,130.299,7.092,12,NA,NA,NA,NA,NA,NA,"SOFT",1,"SOFT, MEDIUM, SOFT, MEDIUM",1,1,0,"SOFT-MEDIUM-SOFT-MEDIUM",1,0,0,0,0,0,"MEDIUM-MEDIUM-SOFT",1,0,0,0
"HAM","Belgium",2024,"Mercedes",115.692,13,0.379999999999995,114.037,2,0.433000000000007,3,1,"Finished",25,2,119,1,247,20,104.279,0.907000000000011,5,103.519,1.259,10,126.751,5.18599999999999,9,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-MEDIUM-HARD-SOFT",1,0,0,0
"HAM","Brazil",2019,"Mercedes",68.614,6,0.674000000000007,68.088,4,0.769999999999996,3,7,"Finished",6,-4,318,7,578,20,NA,NA,NA,69.44,0.222999999999999,5,68.32,0,1,"SOFT",1,"SOFT, MEDIUM, SOFT",1,1,0,"SOFT-SOFT-MEDIUM-SOFT",1,0,0,0,0,0,"SOFT-HARD-MEDIUM",1,0,0,0
"HAM","Brazil",2021,"Mercedes",68.733,1,0.864999999999995,68.068,1,1.069,10,1,"Finished",25,9,207.5,1,291.5,3,69.05,0,1,72.741,1.503,5,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-MEDIUM-MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-MEDIUM-MEDIUM-MEDIUM-HARD",1,0,0,0
"HAM","Brazil",2022,"Mercedes",73.403,2,1.52800000000001,71.539,9,0.0480000000000018,2,2,"Finished",18,0,184,2,356,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOFT",1,"SOFT, MEDIUM, SOFT",1,1,0,"SOFT-MEDIUM-SOFT",1,0,0,0,0,0,"MEDIUM-MEDIUM-SOFT-SOFT",1,0,0,0
"HAM","Brazil",2023,"Mercedes",70.604,9,0.189000000000007,70.266,6,0.108999999999995,5,8,"Finished",4,-3,201,8,317,15,72.638,0.906000000000006,12,NA,NA,NA,NA,NA,NA,"SOFT",1,"SOFT, MEDIUM, SOFT",1,1,0,"SOFT-SOFT-SOFT-MEDIUM-SOFT",1,0,0,0,0,0,"SOFT-SOFT-SOFT-MEDIUM-SOFT",0,0,0,0
"HAM","Canada",2019,"Mercedes",71.518,4,0.603999999999999,71.01,1,0.775999999999996,2,1,"Finished",25,1,160,1,293,4,72.767,0,1,72.938,0.760999999999996,6,71.236,0.393000000000001,3,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"HAM","Canada",2022,"Mercedes",93.841,12,0.224999999999994,85.543,5,0.831999999999994,4,3,"Finished",15,1,66,3,134,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-HARD-MEDIUM",1,0,0,0
"HAM","Canada",2023,"Mercedes",81.554,3,1.176,80.426,10,0,3,3,"Finished",15,0,102,3,163,19,NA,NA,NA,73.718,0,1,85.087,1.98099999999999,10,"MEDIUM",1,"MEDIUM, HARD, MEDIUM",1,1,0,"MEDIUM-HARD-MEDIUM",0,1,0,0,0,0,"MEDIUM-HARD",1,0,0,0
"HAM","Canada",2024,"Mercedes",72.851,3,0.438000000000002,71.979,2,0.680000000000007,7,4,"Finished",13,3,55,4,128,3,85.97,1.535,4,76.908,1.098,7,72.549,0,1,"INTERMEDIATE",2,"INTERMEDIATE, MEDIUM, HARD",1,1,0,"INTERMEDIATE-INTERMEDIATE-MEDIUM-HARD",0,0,0,0,1,0,"INTERMEDIATE-INTERMEDIATE-MEDIUM",1,0,0,0
"HAM","China",2019,"Mercedes",93.115,3,1.033,91.637,1,1.599,2,1,"Finished",25,1,50,1,86,2,94.118,0.207000000000008,2,94.037,0.706999999999994,4,93.689,0.858999999999995,4,"MEDIUM",1,"MEDIUM, HARD, MEDIUM",1,1,0,"MEDIUM-HARD-MEDIUM",0,1,0,0,0,0,"MEDIUM-HARD-MEDIUM",0,0,0,0
"HAM","China",2024,"Mercedes",95.573,18,-0.116,NA,NA,NA,18,9,"Finished",2,9,12,9,44,6,98.839,2.53700000000001,18,NA,NA,NA,NA,NA,NA,"SOFT",2,"SOFT, MEDIUM, HARD",0,NA,0,"SOFT-MEDIUM-HARD",1,0,0,0,0,0,"MEDIUM-HARD",1,0,0,0
"HAM","Eifel",2020,"Mercedes",86.62,3,0.912000000000006,85.39,1,0.974000000000004,2,1,"Finished",25,1,277,1,445,19,NA,NA,NA,NA,NA,NA,86.361,0.135999999999996,2,"SOFT",1,"SOFT, MEDIUM, SOFT",1,1,0,"SOFT-MEDIUM-SOFT",1,0,0,0,0,0,"SOFT-MEDIUM-MEDIUM",1,0,0,0
"HAM","France",2019,"Mercedes",90.609,2,0.835999999999999,89.52,3,0.900999999999996,1,1,"Finished",25,0,385,1,693,2,92.738,0,1,91.361,0.423999999999992,2,90.2,0.0409999999999968,2,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"HAM","France",2021,"Mercedes",91.237,2,1.82299999999999,90.788,2,0.826999999999998,2,2,"Finished",18,0,294.5,2,428.5,4,93.783,0.334999999999994,2,93.125,0.253,3,92.266,0.965999999999994,5,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"HAM","France",2022,"Mercedes",93.041,9,0.381999999999991,92.274,5,0.562000000000012,4,2,"Finished",18,2,236,2,480,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"HAM","Germany",2019,"Mercedes",72.852,3,0.426000000000002,72.149,1,0.62700000000001,1,9,"Finished",2,-8,387,9,695,15,74.315,0.301999999999992,3,73.595,0.146000000000001,3,72.793,0.412999999999997,4,"WET",2,"WET, INTERMEDIATE, SOFT, INTERMEDIATE, SOFT",1,1,0,"WET-INTERMEDIATE-SOFT-INTERMEDIATE-SOFT-SOFT-SOFT",0,0,0,1,0,0,"WET-INTERMEDIATE",1,0,0,0
"HAM","Great Britain",2019,"Mercedes",85.513,1,1.136,85.84,3,0.563000000000002,2,1,"Finished",26,1,196,1,362,2,88.122,0.948999999999998,4,86.801,0.0690000000000026,2,85.954,0.0490000000000065,3,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"SOFT-MEDIUM-HARD",1,0,0,0
"HAM","Great Britain",2020,"Mercedes",85.9,2,0.954999999999998,85.347,2,1.154,1,1,"Finished",25,0,87,1,132,11,87.896,0.47399999999999,2,NA,NA,NA,86.011,0.138000000000005,2,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD-SOFT",1,0,0,0
"HAM","Great Britain",2021,"Mercedes",86.786,2,1.23100000000001,86.023,1,1.19699999999999,2,1,"Finished",25,1,120,1,181,3,87.815,0.780000000000001,3,91.131,1.229,8,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-MEDIUM-HARD",0,0,0,0
"HAM","Great Britain",2022,"Mercedes",100.428,5,1.56999999999999,101.062,2,2.211,5,3,"Finished",16,2,97,3,177,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",2,"MEDIUM, HARD, SOFT",1,1,0,"MEDIUM-MEDIUM-HARD-SOFT",0,1,0,0,0,0,"MEDIUM-MEDIUM-MEDIUM-SOFT",1,0,0,0
"HAM","Great Britain",2023,"Mercedes",89.415,4,0.534000000000006,88.545,8,0.237000000000009,7,3,"Finished",15,4,121,3,198,5,89.768,1.16799999999999,12,89.283,1.205,15,87.948,0.528999999999996,5,"MEDIUM",1,"MEDIUM, SOFT",1,1,0,"MEDIUM-SOFT",0,1,0,0,0,0,"MEDIUM-SOFT",0,0,0,0
"HAM","Great Britain",2024,"Mercedes",65.541,7,0.114999999999995,65.053,4,0.221000000000004,5,4,"Finished",12,1,79,4,202,1,66.254,0.569000000000003,5,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD, MEDIUM",1,1,0,"MEDIUM-HARD-MEDIUM",0,1,0,0,0,0,"MEDIUM-HARD-MEDIUM-SOFT",1,0,0,0
"HAM","Hungary",2019,"Mercedes",76.068,2,0.910000000000011,75.548,1,0.969999999999999,3,1,"Finished",25,2,221,1,391,8,77.233,0,1,77.995,0.141000000000005,3,76.084,0,1,"MEDIUM",1,"MEDIUM, HARD, MEDIUM",1,1,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-HARD-HARD",0,0,0,0
"HAM","Hungary",2020,"Mercedes",74.907,3,1.19799999999999,74.261,1,1.247,1,1,"Finished",26,0,113,1,173,3,76.003,0,1,NA,NA,NA,75.479,0.0420000000000015,2,"INTERMEDIATE",2,"INTERMEDIATE, MEDIUM, SOFT",1,1,0,"INTERMEDIATE-MEDIUM-MEDIUM-SOFT",0,0,0,0,1,0,"INTERMEDIATE-MEDIUM-MEDIUM-HARD",1,0,0,0
"HAM","Hungary",2021,"Mercedes",76.424,2,1.352,76.553,6,0.241,1,2,"Finished",18,-1,138,2,199,16,77.722,0.167000000000002,3,77.039,0.027000000000001,2,76.826,0,1,"INTERMEDIATE",2,"INTERMEDIATE, MEDIUM, HARD, MEDIUM",1,1,0,"INTERMEDIATE-INTERMEDIATE-MEDIUM-HARD-MEDIUM",0,0,0,0,1,0,"INTERMEDIATE-INTERMEDIATE-MEDIUM-HARD-SOFT",1,0,0,0
"HAM","Hungary",2022,"Mercedes",78.374,1,0.830999999999989,78.035,5,0.409999999999997,7,2,"Finished",19,5,116,2,211,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, SOFT",1,1,0,"MEDIUM-MEDIUM-SOFT",0,1,0,0,0,0,"MEDIUM-HARD",1,0,0,0
"HAM","Hungary",2023,"Mercedes",78.577,7,0.329000000000008,77.427,2,0.274000000000001,1,4,"Finished",12,-3,133,4,218,6,NA,NA,NA,78.746,1.06,16,77.811,0,1,"MEDIUM",1,"MEDIUM, HARD, MEDIUM",1,1,0,"MEDIUM-HARD-MEDIUM",0,1,0,0,0,0,"HARD-MEDIUM-MEDIUM",1,0,0,0
"HAM","Hungary",2024,"Mercedes",77.087,3,0.763999999999996,76.307,10,0,5,3,"Finished",15,2,94,3,222,8,79.287,0.573999999999998,10,78.363,0.574999999999989,7,76.786,0.688000000000002,10,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"SOFT-HARD-HARD",1,0,0,0
"HAM","Imola",2020,"Mercedes",74.229,2,1.593,74.643,2,0.408000000000001,2,1,"Finished",26,1,252,1,420,2,74.726,0,1,NA,NA,NA,NA,NA,NA,"MEDIUM",2,"MEDIUM, HARD, SOFT",1,1,0,"MEDIUM-HARD-SOFT",0,1,0,0,0,0,"MEDIUM-HARD-SOFT",0,0,0,0
"HAM","Imola",2021,"Mercedes",74.823,2,1.009,74.817,4,0.320999999999998,1,2,"Finished",19,-1,76,2,107,18,76.605,0.0409999999999968,2,75.561,0.194000000000003,3,75.515,0.557000000000002,3,"INTERMEDIATE",1,"INTERMEDIATE, MEDIUM",1,1,0,"INTERMEDIATE-MEDIUM-MEDIUM-MEDIUM-MEDIUM",0,0,0,0,1,0,"INTERMEDIATE-MEDIUM-MEDIUM",1,0,0,0
"HAM","Japan",2019,"Mercedes",88.735,2,0.988,87.826,2,1.318,4,3,"Finished",16,1,84,3,171,1,88.807,0.0759999999999934,2,87.885,0.0999999999999943,2,NA,NA,NA,"SOFT",1,"SOFT, MEDIUM, SOFT",1,1,0,"SOFT-MEDIUM-SOFT",1,0,0,0,0,0,"SOFT-MEDIUM",1,0,0,0
"HAM","Japan",2022,"Mercedes",90.906,11,0.349999999999994,90.443,5,0.212999999999994,6,5,"Finished",10,1,37,5,68,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INTERMEDIATE",1,"INTERMEDIATE, WET, INTERMEDIATE",1,1,0,"INTERMEDIATE-WET-INTERMEDIATE",0,0,0,0,1,0,"INTERMEDIATE",1,0,0,0
"HAM","Japan",2023,"Mercedes",90.811,9,0.164999999999992,90.04,4,0.424999999999997,7,5,"Finished",10,2,48,5,72,7,93.699,2.05200000000001,16,91.829,1.14100000000001,14,91.159,0.891999999999996,7,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD-HARD",0,1,0,0,0,0,"MEDIUM-HARD-HARD",0,0,0,0
"HAM","Japan",2024,"Mercedes",89.661,9,0.302000000000007,88.887,3,0.530000000000001,7,9,"Finished",2,-2,10,9,34,7,90.543,0.486999999999995,5,95.226,0.500999999999991,2,90.037,0.474000000000004,4,"MEDIUM",1,"MEDIUM, HARD, MEDIUM",1,1,0,"MEDIUM-HARD-HARD-MEDIUM",0,1,0,0,0,0,"MEDIUM-MEDIUM-HARD-HARD",1,0,0,0
"HAM","Las Vegas",2023,"Mercedes",94.307,8,0.376000000000005,93.837,11,-0.0279999999999915,10,7,"Finished",6,3,217,7,374,8,NA,NA,NA,96.663,1.39800000000001,9,NA,NA,NA,"",-1,"",1,0,0,"",0,0,0,0,0,1,"",0,0,0,0
"HAM","Mexico",2019,"Mercedes",76.424,4,1.37,75.721,1,0.957999999999998,3,1,"Finished",25,2,312,1,572,3,77.327,0,1,77.57,0.963000000000008,5,76.381,0.23599999999999,4,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-MEDIUM-HARD",1,0,0,0
"HAM","Mexico",2021,"Mercedes",77.207,6,0.918999999999997,76.474,1,0.998999999999995,2,2,"Finished",18,0,182.5,2,251.5,15,78.417,0.0759999999999934,2,77.81,0.509,3,77.675,0.65100000000001,3,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD",0,0,0,0
"HAM","Mexico",2022,"Mercedes",79.169,1,1.124,78.552,1,0.719999999999999,3,2,"Finished",18,1,166,2,312,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIUM",1,"MEDIUM, HARD",1,1,0,"MEDIUM-HARD",0,1,0,0,0,0,"MEDIUM-HARD-SOFT",1,0,0,0
