,Driver,Team,LapTimeQ1,PositionQ1,GapToKnockoutQ1,Year,GP,LapTimeQ2,PositionQ2,GapToKnockoutQ2,GridPosition,RacePosition,Status,Points,PositionDifference,ChampionshipPoints,LastRacePosition,TeamChampionshipPoints,TeammateLastRacePosition,LapTimeFP1,GapToFastestFP1,PositionFP1,LapTimeFP2,GapToFastestFP2,PositionFP2,LapTimeFP3,GapToFastestFP3,PositionFP3,StartingTyre,NumberOfPitStops,TyresUsed,MadeItToQ2,MadeItToQ3,DNF,Strategy,TyreSOFT,TyreMEDIUM,TyreHARD,TyreWET,TyreINTERMEDIATE,TyreUNKNOWN,MostPopularStrategy,AlternativeStrategy,Pitlane,DNFDriving,DNFMechanical
2015,NOR,McLaren,94.703,16,-0.019999999999996,2023,Las Vegas,,,,15.0,20.0,Accident,0.0,-5.0,184.0,20.0,266.0,10.0,,,,96.864,1.599,11.0,,,,,-1,,0.0,,1,,0,0,0,0,0,1,,0,0.0,1,0
2016,OCO,Alpine,94.834,17,-0.150999999999996,2023,Las Vegas,,,,,,,,,,,,,,,,97.241,1.976,16.0,,,,,-1,,0.0,,0,,0,0,0,0,0,1,,0,0.0,0,0
2017,ZHO,Kick Sauber,94.849,18,-0.165999999999997,2023,Las Vegas,,,,17.0,15.0,Finished,0.0,2.0,6.0,15.0,16.0,17.0,,,,97.656,2.39100000000001,18.0,,,,,-1,,0.0,,0,,0,0,0,0,0,1,,0,0.0,0,0
2018,PIA,McLaren,94.85,19,-0.167000000000002,2023,Las Vegas,,,,18.0,10.0,Finished,2.0,8.0,82.0,10.0,266.0,20.0,,,,96.987,1.72200000000001,14.0,,,,,-1,,0.0,,0,,0,0,0,0,0,1,,0,0.0,0,0
2019,TSU,RB,96.447,20,-1.764,2023,Las Vegas,,,,20.0,18.0,Gearbox,0.0,2.0,14.0,18.0,22.0,14.0,,,,97.412,2.14700000000001,17.0,,,,,-1,,0.0,,1,,0,0,0,0,0,1,,0,0.0,0,1
2020,SAI,Ferrari,89.909,1,0.736999999999995,2024,Bahrain,89.573,3.0,0.548999999999992,4.0,3.0,Finished,15.0,1.0,15.0,3.0,27.0,4.0,93.385,0.516000000000005,11.0,90.769,0.394999999999996,4.0,90.824,0.0,1.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD-HARD,1,0,0,0,0,0,SOFT-HARD-HARD,0,0.0,0,0
2021,STR,Aston Martin,89.965,2,0.680999999999997,2024,Bahrain,90.2,12.0,-0.0780000000000029,12.0,10.0,Finished,1.0,2.0,1.0,10.0,3.0,9.0,93.868,0.999000000000009,14.0,90.891,0.516999999999996,8.0,91.396,0.571999999999989,10.0,SOFT,1,"SOFT, HARD",1.0,0.0,0,SOFT-HARD-HARD,1,0,0,0,0,0,SOFT-HARD-HARD,0,0.0,0,0
2022,VER,Red Bull Racing,90.031,3,0.614999999999995,2024,Bahrain,89.374,2.0,0.74799999999999,1.0,1.0,Finished,26.0,0.0,26.0,1.0,44.0,2.0,93.238,0.369,6.0,90.851,0.47699999999999,6.0,91.062,0.238,3.0,SOFT,1,"SOFT, HARD, SOFT",1.0,1.0,0,SOFT-HARD-SOFT,1,0,0,0,0,0,SOFT-HARD-HARD,1,0.0,0,0
2023,NOR,McLaren,90.143,4,0.503,2024,Bahrain,89.941,9.0,0.180999999999997,7.0,6.0,Finished,8.0,1.0,8.0,6.0,12.0,8.0,92.901,0.0320000000000106,2.0,92.608,2.23399999999999,20.0,91.118,0.293999999999997,5.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD-HARD,1,0,0,0,0,0,SOFT-HARD-HARD,0,0.0,0,0
2024,ALO,Aston Martin,90.179,5,0.466999999999999,2024,Bahrain,89.801,5.0,0.320999999999998,6.0,9.0,Finished,2.0,-3.0,2.0,9.0,3.0,10.0,93.193,0.324000000000012,5.0,90.66,0.286000000000001,3.0,90.965,0.140999999999991,2.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD-HARD,1,0,0,0,0,0,SOFT-HARD-HARD,0,0.0,0,0
2025,PER,Red Bull Racing,90.221,6,0.424999999999997,2024,Bahrain,89.932,8.0,0.189999999999998,5.0,2.0,Finished,18.0,3.0,18.0,2.0,44.0,1.0,93.413,0.544000000000011,12.0,91.115,0.741,10.0,91.248,0.423999999999992,8.0,SOFT,1,"SOFT, HARD, SOFT",1.0,1.0,0,SOFT-HARD-SOFT,1,0,0,0,0,0,SOFT-HARD-HARD,1,0.0,0,0
2026,LEC,Ferrari,90.243,7,0.402999999999992,2024,Bahrain,89.165,1.0,0.956999999999994,2.0,4.0,Finished,12.0,-2.0,12.0,4.0,27.0,3.0,93.268,0.399000000000001,8.0,91.113,0.73899999999999,9.0,91.094,0.269999999999996,4.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD-HARD,1,0,0,0,0,0,SOFT-HARD-HARD,0,0.0,0,0
2027,RUS,Mercedes,90.35,8,0.295999999999992,2024,Bahrain,89.922,7.0,0.199999999999989,3.0,5.0,Finished,10.0,-2.0,10.0,5.0,16.0,7.0,93.251,0.382000000000005,7.0,90.58,0.206000000000003,2.0,91.19,0.366,6.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD-HARD,1,0,0,0,0,0,SOFT-HARD-HARD,0,0.0,0,0
2028,ALB,Williams,90.397,9,0.248999999999995,2024,Bahrain,90.221,13.0,-0.0990000000000037,13.0,15.0,+1 Lap,0.0,-2.0,0.0,15.0,0.0,20.0,93.583,0.714000000000013,13.0,91.333,0.959000000000003,11.0,91.965,1.14099999999999,15.0,SOFT,1,"SOFT, HARD",1.0,0.0,0,SOFT-HARD-HARD,1,0,0,0,0,0,SOFT-HARD-HARD,0,0.0,0,0
2029,HAM,Mercedes,90.451,10,0.194999999999993,2024,Bahrain,89.718,4.0,0.403999999999996,9.0,7.0,Finished,6.0,2.0,6.0,7.0,16.0,5.0,93.302,0.433000000000007,9.0,90.374,0.0,1.0,91.452,0.628,12.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD-HARD,1,0,0,0,0,0,SOFT-HARD-HARD,0,0.0,0,0
2030,TSU,RB,90.481,11,0.164999999999992,2024,Bahrain,90.129,11.0,-0.007000000000005,11.0,14.0,+1 Lap,0.0,-3.0,0.0,14.0,0.0,13.0,93.183,0.314000000000007,4.0,91.881,1.50699999999999,15.0,91.631,0.806999999999988,13.0,SOFT,1,"SOFT, HARD",1.0,0.0,0,SOFT-HARD-HARD,1,0,0,0,0,0,SOFT-HARD-HARD,0,0.0,0,0
2031,PIA,McLaren,90.531,12,0.114999999999995,2024,Bahrain,90.122,10.0,0.0,8.0,8.0,Finished,4.0,0.0,4.0,8.0,12.0,6.0,93.113,0.244,3.0,90.784,0.409999999999997,5.0,91.21,0.385999999999996,7.0,SOFT,1,"SOFT, HARD",1.0,1.0,0,SOFT-HARD-HARD,1,0,0,0,0,0,SOFT-HARD-HARD,0,0.0,0,0
2032,RIC,RB,90.562,13,0.0839999999999889,2024,Bahrain,90.278,14.0,-0.156000000000006,14.0,13.0,+1 Lap,0.0,1.0,0.0,13.0,0.0,14.0,92.869,0.0,1.0,91.516,1.142,12.0,91.449,0.625,11.0,SOFT,1,"SOFT, HARD, SOFT",1.0,0.0,0,SOFT-HARD-SOFT,1,0,0,0,0,0,SOFT-HARD-HARD,1,0.0,0,0
2033,HUL,Haas F1 Team,90.566,14,0.0799999999999983,2024,Bahrain,89.851,6.0,0.271000000000001,10.0,16.0,+1 Lap,0.0,-6.0,0.0,16.0,0.0,12.0,97.938,5.069,20.0,90.884,0.509999999999991,7.0,91.278,0.453999999999994,9.0,SOFT,1,"SOFT, HARD, SOFT",1.0,1.0,0,SOFT-HARD-HARD-SOFT,1,0,0,0,0,0,SOFT-HARD-HARD,1,0.0,0,0
2034,MAG,Haas F1 Team,90.646,15,0.0,2024,Bahrain,90.529,15.0,-0.407000000000011,15.0,12.0,+1 Lap,0.0,3.0,0.0,12.0,0.0,16.0,97.477,4.608,19.0,91.764,1.39,14.0,91.671,0.846999999999994,14.0,SOFT,1,"SOFT, HARD",1.0,0.0,0,SOFT-HARD-HARD,1,0,0,0,0,0,SOFT-HARD-HARD,0,0.0,0,0
2035,BOT,Kick Sauber,90.756,16,-0.109999999999999,2024,Bahrain,,,,16.0,19.0,+1 Lap,0.0,-3.0,0.0,19.0,0.0,11.0,93.354,0.484999999999999,10.0,92.001,1.627,17.0,92.096,1.27199999999999,17.0,SOFT,1,"SOFT, HARD",0.0,,0,SOFT-HARD-HARD,1,0,0,0,0,0,SOFT-HARD-HARD,0,0.0,0,0
2036,ZHO,Kick Sauber,90.757,17,-0.111000000000004,2024,Bahrain,,,,17.0,11.0,+1 Lap,0.0,6.0,0.0,11.0,0.0,19.0,93.923,1.054,15.0,92.048,1.67399999999999,19.0,92.0,1.17599999999999,16.0,SOFT,1,"SOFT, HARD",0.0,,0,SOFT-HARD-HARD,1,0,0,0,0,0,SOFT-HARD-HARD,0,0.0,0,0
2037,SAR,Williams,90.77,18,-0.124000000000009,2024,Bahrain,,,,18.0,20.0,+2 Laps,0.0,-2.0,0.0,20.0,0.0,15.0,94.213,1.34400000000001,16.0,91.715,1.34099999999999,13.0,92.125,1.30099999999999,19.0,SOFT,1,"SOFT, HARD, SOFT",0.0,,0,SOFT-HARD-HARD-SOFT,1,0,0,0,0,0,SOFT-HARD-HARD,1,0.0,0,0
2038,OCO,Alpine,90.793,19,-0.147000000000005,2024,Bahrain,,,,19.0,17.0,+1 Lap,0.0,2.0,0.0,17.0,0.0,18.0,94.807,1.938,17.0,92.027,1.65299999999999,18.0,92.124,1.3,18.0,SOFT,1,"SOFT, HARD",0.0,,0,SOFT-HARD-HARD,1,0,0,0,0,0,SOFT-HARD-HARD,0,0.0,0,0
2039,GAS,Alpine,90.948,20,-0.302000000000007,2024,Bahrain,,,,20.0,18.0,+1 Lap,0.0,2.0,0.0,18.0,0.0,17.0,95.144,2.27500000000001,18.0,91.951,1.577,16.0,92.382,1.55799999999999,20.0,SOFT,1,"SOFT, HARD, SOFT",0.0,,0,SOFT-HARD-HARD-SOFT,1,0,0,0,0,0,SOFT-HARD-HARD,1,0.0,0,0
2040,VER,Red Bull Racing,88.171,1,0.935999999999993,2024,Saudi Arabia,88.033,1.0,0.573000000000008,1.0,1.0,Finished,25.0,0.0,51.0,1.0,87.0,2.0,89.659,0.0,1.0,89.158,0.330999999999989,3.0,88.412,0.0,1.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2041,STR,Aston Martin,88.25,2,0.856999999999999,2024,Saudi Arabia,88.578,9.0,0.0280000000000057,10.0,19.0,Accident,0.0,-9.0,1.0,19.0,13.0,5.0,90.58,0.921000000000006,9.0,89.336,0.508999999999986,6.0,89.127,0.715000000000003,7.0,MEDIUM,0,MEDIUM,1.0,1.0,1,MEDIUM,0,1,0,0,0,0,MEDIUM,0,0.0,1,0
2042,LEC,Ferrari,88.318,3,0.788999999999987,2024,Saudi Arabia,88.112,2.0,0.494,2.0,3.0,Finished,16.0,-1.0,28.0,3.0,49.0,7.0,90.03,0.370999999999995,5.0,89.18,0.352999999999994,4.0,88.608,0.195999999999998,2.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2043,PER,Red Bull Racing,88.638,4,0.468999999999994,2024,Saudi Arabia,88.467,6.0,0.13900000000001,3.0,2.0,Finished,18.0,1.0,36.0,2.0,87.0,1.0,89.868,0.209000000000003,3.0,89.3,0.472999999999999,5.0,88.906,0.494,3.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2044,ALO,Aston Martin,88.706,5,0.400999999999996,2024,Saudi Arabia,88.122,3.0,0.484000000000009,4.0,5.0,Finished,10.0,-1.0,12.0,5.0,13.0,19.0,89.845,0.185999999999993,2.0,88.827,0.0,1.0,89.038,0.626000000000005,6.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2045,RUS,Mercedes,88.749,6,0.35799999999999,2024,Saudi Arabia,88.448,5.0,0.158000000000001,7.0,6.0,Finished,8.0,1.0,18.0,6.0,26.0,9.0,89.939,0.280000000000001,4.0,89.057,0.22999999999999,2.0,88.964,0.551999999999992,4.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2046,PIA,McLaren,88.755,7,0.35199999999999,2024,Saudi Arabia,88.343,4.0,0.263000000000005,5.0,4.0,Finished,12.0,1.0,16.0,4.0,28.0,8.0,90.977,1.318,15.0,89.594,0.766999999999996,10.0,89.213,0.801000000000002,8.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2047,NOR,McLaren,88.805,8,0.301999999999992,2024,Saudi Arabia,88.479,7.0,0.12700000000001,6.0,8.0,Finished,4.0,-2.0,12.0,8.0,28.0,4.0,90.231,0.572000000000003,7.0,89.758,0.930999999999997,12.0,88.971,0.558999999999997,5.0,MEDIUM,1,"MEDIUM, SOFT",1.0,1.0,0,MEDIUM-SOFT,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2048,BEA,Ferrari,88.984,9,0.12299999999999,2024,Saudi Arabia,88.642,11.0,-0.0360000000000013,11.0,7.0,Finished,6.0,4.0,6.0,7.0,49.0,3.0,,,,,,,89.306,0.894000000000005,10.0,SOFT,1,"SOFT, HARD",1.0,0.0,0,SOFT-HARD,1,0,0,0,0,0,MEDIUM,1,0.0,0,0
2049,TSU,RB,88.988,10,0.119,2024,Saudi Arabia,88.564,8.0,0.0420000000000015,9.0,15.0,+1 Lap,0.0,-6.0,0.0,15.0,0.0,16.0,91.036,1.377,16.0,89.666,0.838999999999999,11.0,89.572,1.16,13.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2050,HAM,Mercedes,88.994,11,0.113,2024,Saudi Arabia,88.606,10.0,0.0,8.0,9.0,Finished,2.0,-1.0,8.0,9.0,26.0,6.0,90.236,0.576999999999998,8.0,89.504,0.676999999999992,8.0,89.268,0.855999999999995,9.0,MEDIUM,1,"MEDIUM, SOFT",1.0,1.0,0,MEDIUM-SOFT,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2051,HUL,Haas F1 Team,89.055,12,0.0519999999999925,2024,Saudi Arabia,,,,15.0,10.0,Finished,1.0,5.0,1.0,10.0,1.0,12.0,91.411,1.752,19.0,90.077,1.25,18.0,89.675,1.26300000000001,15.0,MEDIUM,1,"MEDIUM, HARD",1.0,,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2052,RIC,RB,89.065,13,0.0419999999999873,2024,Saudi Arabia,89.025,14.0,-0.418999999999997,14.0,16.0,+1 Lap,0.0,-2.0,0.0,16.0,0.0,15.0,90.917,1.258,12.0,90.088,1.261,19.0,89.74,1.328,16.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2053,MAG,Haas F1 Team,89.069,14,0.0379999999999967,2024,Saudi Arabia,89.02,13.0,-0.414000000000001,13.0,12.0,Finished,0.0,1.0,0.0,12.0,1.0,10.0,91.577,1.91800000000001,20.0,89.985,1.15799999999999,17.0,89.485,1.07299999999999,11.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2054,ALB,Williams,89.107,15,0.0,2024,Saudi Arabia,88.98,12.0,-0.373999999999995,12.0,11.0,Finished,0.0,1.0,0.0,11.0,0.0,14.0,90.747,1.08799999999999,10.0,89.789,0.961999999999989,14.0,89.808,1.396,17.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2055,BOT,Kick Sauber,89.179,16,-0.0720000000000027,2024,Saudi Arabia,,,,16.0,17.0,+1 Lap,0.0,-1.0,0.0,17.0,0.0,18.0,90.783,1.124,11.0,90.153,1.32599999999999,20.0,90.083,1.67100000000001,18.0,SOFT,1,"SOFT, HARD, SOFT",0.0,,0,SOFT-HARD-SOFT,1,0,0,0,0,0,MEDIUM,1,0.0,0,0
2056,OCO,Alpine,89.475,17,-0.368000000000009,2024,Saudi Arabia,,,,17.0,13.0,+1 Lap,0.0,4.0,0.0,13.0,0.0,20.0,90.945,1.286,13.0,89.901,1.074,15.0,89.575,1.163,14.0,MEDIUM,1,"MEDIUM, HARD",0.0,,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2057,GAS,Alpine,89.479,18,-0.372,2024,Saudi Arabia,,,,18.0,20.0,Gearbox,0.0,-2.0,0.0,20.0,0.0,13.0,91.046,1.387,17.0,89.528,0.700999999999993,9.0,89.546,1.134,12.0,MEDIUM,0,MEDIUM,0.0,,1,MEDIUM,0,1,0,0,0,0,MEDIUM,0,0.0,0,1
2058,SAR,Williams,89.526,19,-0.419000000000011,2024,Saudi Arabia,,,,19.0,14.0,+1 Lap,0.0,5.0,0.0,14.0,0.0,11.0,90.966,1.307,14.0,89.934,1.107,16.0,147.994,59.582,20.0,MEDIUM,1,"MEDIUM, HARD",0.0,,0,MEDIUM-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2059,ZHO,Kick Sauber,,20,,2024,Saudi Arabia,,,,20.0,18.0,+1 Lap,0.0,2.0,0.0,18.0,0.0,17.0,91.131,1.47199999999999,18.0,89.777,0.949999999999989,13.0,90.739,2.327,19.0,MEDIUM,1,"MEDIUM, SOFT",,,0,MEDIUM-SOFT,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2060,SAI,Ferrari,76.731,1,0.977999999999994,2024,Australia,76.189,1.0,0.712000000000003,2.0,1.0,Finished,25.0,1.0,40.0,1.0,93.0,2.0,78.686,0.122,8.0,77.707,0.430000000000007,3.0,76.791,0.0770000000000123,3.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2061,PER,Red Bull Racing,76.805,2,0.903999999999996,2024,Australia,76.631,5.0,0.27000000000001,6.0,5.0,Finished,10.0,1.0,46.0,5.0,97.0,19.0,78.642,0.0780000000000029,6.0,78.09,0.813000000000002,8.0,77.014,0.300000000000011,7.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2062,VER,Red Bull Racing,76.819,3,0.890000000000001,2024,Australia,76.387,3.0,0.51400000000001,1.0,19.0,Brakes,0.0,-18.0,51.0,19.0,97.0,5.0,78.582,0.0180000000000006,2.0,77.658,0.381,2.0,76.734,0.0200000000000102,2.0,MEDIUM,0,MEDIUM,1.0,1.0,1,MEDIUM,0,1,0,0,0,0,MEDIUM,0,0.0,0,1
2063,LEC,Ferrari,76.984,4,0.724999999999994,2024,Australia,76.304,2.0,0.597000000000008,4.0,2.0,Finished,19.0,2.0,47.0,2.0,93.0,1.0,78.599,0.0349999999999965,4.0,77.277,0.0,1.0,76.714,0.0,1.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2064,ALO,Aston Martin,76.991,5,0.718000000000004,2024,Australia,76.71,6.0,0.191000000000003,10.0,8.0,Finished,4.0,2.0,16.0,8.0,25.0,6.0,79.716,1.152,18.0,77.912,0.635000000000005,5.0,76.997,0.283000000000001,6.0,HARD,1,"HARD, MEDIUM, HARD",1.0,1.0,0,HARD-MEDIUM-HARD,0,0,1,0,0,0,MEDIUM,1,0.0,0,0
2065,RUS,Mercedes,77.062,6,0.646999999999991,2024,Australia,76.901,10.0,0.0,7.0,17.0,Accident,0.0,-10.0,18.0,17.0,26.0,18.0,78.597,0.0330000000000012,3.0,77.951,0.674000000000007,6.0,76.886,0.172000000000011,5.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,1,MEDIUM-HARD-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,1,0
2066,ALB,Williams,77.13,7,0.578999999999994,2024,Australia,77.167,12.0,-0.265999999999991,12.0,11.0,+1 Lap,0.0,1.0,0.0,11.0,0.0,,79.443,0.879000000000005,12.0,,,,77.759,1.045,13.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2067,TSU,RB,77.356,8,0.352999999999994,2024,Australia,76.791,9.0,0.109999999999999,8.0,7.0,Finished,6.0,1.0,6.0,7.0,6.0,12.0,78.621,0.0570000000000021,5.0,78.188,0.911000000000001,10.0,77.673,0.959000000000003,11.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2068,PIA,McLaren,77.369,9,0.340000000000003,2024,Australia,76.601,4.0,0.300000000000011,5.0,4.0,Finished,12.0,1.0,28.0,4.0,55.0,3.0,78.918,0.353999999999999,10.0,78.077,0.799999999999997,7.0,77.087,0.373000000000005,8.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2069,STR,Aston Martin,77.376,10,0.332999999999998,2024,Australia,76.78,8.0,0.121000000000009,9.0,6.0,Finished,8.0,3.0,9.0,6.0,25.0,8.0,78.667,0.102999999999994,7.0,77.822,0.545000000000002,4.0,77.341,0.62700000000001,9.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2070,NOR,McLaren,77.43,11,0.278999999999996,2024,Australia,76.75,7.0,0.15100000000001,3.0,3.0,Finished,15.0,0.0,27.0,3.0,55.0,4.0,78.564,0.0,1.0,78.155,0.878,9.0,77.49,0.77600000000001,10.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2071,HAM,Mercedes,77.499,12,0.209999999999994,2024,Australia,76.96,11.0,-0.0589999999999975,11.0,18.0,Engine,0.0,-7.0,8.0,18.0,26.0,17.0,78.771,0.206999999999994,9.0,78.834,1.557,18.0,76.806,0.0920000000000129,4.0,SOFT,1,"SOFT, HARD",1.0,0.0,1,SOFT-HARD,1,0,0,0,0,0,MEDIUM,1,0.0,0,1
2072,BOT,Kick Sauber,77.543,13,0.165999999999997,2024,Australia,77.34,13.0,-0.438999999999993,13.0,14.0,+1 Lap,0.0,-1.0,0.0,14.0,0.0,15.0,80.014,1.45,20.0,78.585,1.30800000000001,14.0,77.752,1.03800000000001,12.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2073,OCO,Alpine,77.617,14,0.0919999999999987,2024,Australia,77.697,15.0,-0.795999999999992,15.0,16.0,+1 Lap,0.0,-1.0,0.0,16.0,0.0,13.0,79.561,0.997,15.0,78.705,1.428,17.0,77.92,1.206,15.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,0,MEDIUM-HARD-HARD-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2074,MAG,Haas F1 Team,77.709,15,0.0,2024,Australia,77.427,14.0,-0.525999999999996,14.0,10.0,+1 Lap,1.0,4.0,1.0,10.0,4.0,9.0,79.489,0.924999999999997,13.0,79.275,1.998,19.0,77.961,1.247,17.0,MEDIUM,1,"MEDIUM, HARD",1.0,0.0,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2075,HUL,Haas F1 Team,77.976,16,-0.266999999999996,2024,Australia,,,,16.0,9.0,Finished,2.0,7.0,3.0,9.0,4.0,10.0,79.604,1.03999999999999,16.0,78.702,1.425,16.0,77.941,1.227,16.0,HARD,1,"HARD, MEDIUM, HARD",0.0,,0,HARD-MEDIUM-HARD,0,0,1,0,0,0,MEDIUM,1,0.0,0,0
2076,GAS,Alpine,77.982,17,-0.272999999999996,2024,Australia,,,,17.0,13.0,+1 Lap,0.0,4.0,0.0,13.0,0.0,16.0,79.622,1.05799999999999,17.0,78.691,1.414,15.0,78.39,1.676,19.0,MEDIUM,1,"MEDIUM, HARD",0.0,,0,MEDIUM-HARD-HARD,0,1,0,0,0,0,MEDIUM,1,0.0,0,0
2077,RIC,RB,78.085,18,-0.376000000000005,2024,Australia,,,,18.0,12.0,+1 Lap,0.0,6.0,0.0,12.0,6.0,7.0,79.274,0.709999999999994,11.0,78.534,1.257,12.0,77.963,1.24900000000001,18.0,SOFT,1,"SOFT, HARD",0.0,,0,SOFT-HARD-HARD,1,0,0,0,0,0,MEDIUM,1,0.0,0,0
2078,ZHO,Kick Sauber,78.188,19,-0.478999999999999,2024,Australia,,,,19.0,15.0,+1 Lap,0.0,4.0,0.0,15.0,0.0,14.0,79.989,1.425,19.0,78.421,1.14400000000001,11.0,77.876,1.16200000000001,14.0,SOFT,1,"SOFT, HARD",0.0,,0,SOFT-HARD-HARD,1,0,0,0,0,0,MEDIUM,1,0.0,0,0
2079,VER,Red Bull Racing,88.866,1,1.09700000000001,2024,Japan,88.74,1.0,0.676999999999992,1.0,1.0,Finished,26.0,0.0,77.0,1.0,141.0,2.0,90.056,0.0,1.0,,,,89.563,0.0,1.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-MEDIUM-MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-MEDIUM-HARD-HARD,1,0.0,0,0
2080,ALO,Aston Martin,89.254,2,0.709000000000003,2024,Japan,89.082,5.0,0.334999999999994,5.0,6.0,Finished,8.0,-1.0,24.0,6.0,33.0,12.0,90.599,0.542999999999992,7.0,,,,90.082,0.519000000000005,5.0,SOFT,2,"SOFT, MEDIUM, HARD",1.0,1.0,0,SOFT-SOFT-MEDIUM-HARD,1,0,0,0,0,0,MEDIUM-MEDIUM-HARD-HARD,1,0.0,0,0
2081,PER,Red Bull Racing,89.303,3,0.659999999999997,2024,Japan,88.752,2.0,0.664999999999992,2.0,2.0,Finished,18.0,0.0,64.0,2.0,141.0,1.0,90.237,0.180999999999997,2.0,,,,89.832,0.269000000000005,2.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-MEDIUM-MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-MEDIUM-HARD-HARD,1,0.0,0,0
2082,LEC,Ferrari,89.338,4,0.625,2024,Japan,89.196,9.0,0.220999999999989,8.0,4.0,Finished,12.0,4.0,59.0,4.0,120.0,3.0,90.558,0.501999999999995,6.0,98.76,4.035,3.0,90.383,0.820000000000007,10.0,MEDIUM,1,"MEDIUM, HARD",1.0,1.0,0,MEDIUM-MEDIUM-HARD,0,1,0,0,0,0,MEDIUM-MEDIUM-HARD-HARD,1,0.0,0,0
